title,category
에르도안   시리아 이라크  거점  쿠르드   소탕하나  대가 치를 것  종합 ,World
 팔순  바이든 대통령 나이는 숫자에 불과 ,World
  부통령  필리핀서   견제  남중국해서 공격받으면 개입  종합 ,World
코로나 확진 홍콩 행정장관      에선 시진핑 옆자리,World
프랑스  우크라이나에 구형 크로탈 대공 미사일  개 포대 제공,World
 시진핑 옆자리  홍콩 행정수반      서 귀국 후 코로나 확진 종합 보 ,World
     우주쓰레기 처리 시장 선점 경쟁,World
젤렌스키  러  우크라 동부에 하루에만    회 포격 ,World
 브렉시트 후 경제사정 엉망    영국  이혼한    손 다시 잡나 ,World
  첫    대 대통령  바이든    여론조사는 재선 도전 우세,World
  코로나 방역 다시  고삐   중앙 지역  동상이몽 ,World
인니 서자바서 규모     지진 재난당국  사망자   명 이상  종합 보 ,World
중국 카타르     조원 규모      공급 계약,World
방역 고삐 다시 죄는 중국 베이징 이어 스자좡 우한 도심 봉쇄 종합 보 ,World
